0.000000,0.003723
0.000063,0.010437
0.000125,0.005737
0.000188,0.002289
0.000250,0.004303
0.000313,0.006226
0.000375,0.002899
0.000438,0.002502
0.000500,0.005249
0.000563,0.004028
0.000625,0.002411
0.000687,0.002869
0.000750,-0.000214
0.000813,-0.005188
0.000875,-0.005890
0.000937,-0.005371
0.001000,-0.006226
0.001063,-0.005188
0.001125,-0.003448
0.001187,-0.001282
0.001250,-0.002747
0.001313,-0.000549
0.001375,0.003693
0.001437,0.002441
0.001500,0.005859
0.001563,0.010590
0.001625,0.011993
0.001687,0.006653
0.001750,0.006592
0.001813,0.008453
0.001875,0.006409
0.001937,0.003693
0.002000,0.004944
0.002063,0.004944
0.002125,0.000641
0.002188,-0.000549
0.002250,-0.002289
0.002312,-0.007263
0.002375,-0.009338
0.002437,-0.008972
0.002500,-0.007080
0.002563,-0.007324
0.002625,-0.010071
0.002688,-0.008514
0.002750,-0.006134
0.002812,-0.004364
0.002875,-0.003906
0.002938,-0.000854
0.003000,-0.000519
0.003063,0.001678
0.003125,0.008820
0.003188,0.010071
0.003250,0.007996
0.003312,0.008789
0.003375,0.007507
0.003438,0.005707
0.003500,0.003784
0.003563,0.002136
0.003625,0.001556
0.003688,0.002869
0.003750,0.002991
0.003812,-0.002167
0.003875,-0.006134
0.003938,-0.006287
0.004000,-0.005981
0.004063,-0.008789
0.004125,-0.010773
0.004188,-0.006744
0.004250,-0.006317
0.004313,-0.008453
0.004375,-0.006134
0.004438,-0.002777
0.004500,-0.000885
0.004562,0.002014
0.004625,0.005737
0.004687,0.006012
0.004750,0.003998
0.004812,0.002563
0.004875,0.005798
0.004938,0.007233
0.005000,0.009521
0.005063,0.012451
0.005125,0.009064
0.005188,0.006134
0.005250,0.008545
0.005313,0.006683
0.005375,0.000702
0.005438,-0.003998
0.005500,-0.003265
0.005562,-0.000641
0.005625,-0.002777
0.005687,-0.003479
0.005750,-0.003357
0.005812,-0.007263
0.005875,-0.009613
0.005938,-0.006409
0.006000,-0.003418
0.006063,-0.002502
0.006125,0.000153
0.006188,0.003998
0.006250,0.001221
0.006313,-0.000977
0.006375,0.002808
0.006438,0.003845
0.006500,0.003601
0.006562,0.006012
0.006625,0.009216
0.006687,0.008179
0.006750,0.005341
0.006812,0.008698
0.006875,0.010162
0.006938,0.002411
0.007000,-0.004364
0.007063,-0.002686
0.007125,-0.001160
0.007188,-0.002960
0.007250,-0.003021
0.007313,-0.003082
0.007375,-0.006866
0.007438,-0.006836
0.007500,-0.004578
0.007562,-0.004364
0.007625,-0.005554
0.007687,-0.001007
0.007750,0.002930
0.007812,0.002533
0.007875,0.002319
0.007938,0.004364
0.008000,0.006409
0.008063,0.004486
0.008125,0.008179
0.008188,0.012177
0.008250,0.009857
0.008313,0.006348
0.008375,0.005524
0.008438,0.001953
0.008500,-0.003296
0.008563,-0.003754
0.008625,-0.000763
0.008688,0.000580
0.008750,-0.000702
0.008813,-0.002716
0.008875,-0.005524
0.008938,-0.006348
0.009000,-0.006622
0.009062,-0.004242
0.009125,-0.000244
0.009187,-0.000488
0.009250,0.001740
0.009312,0.003540
0.009375,0.004303
0.009437,0.005859
0.009500,0.006439
0.009562,0.004395
0.009625,0.007050
0.009687,0.009247
0.009750,0.008453
0.009813,0.006500
0.009875,0.001923
0.009938,-0.000336
0.010000,-0.002136
0.010063,-0.001434
0.010125,-0.001953
0.010188,-0.004822
0.010250,-0.004669
0.010313,-0.004822
0.010375,-0.005188
0.010438,-0.003937
